Name,Passes and iterations
Data sizes,"[1000, 5000, 10000, 20000, 40000]"
Number of topics,"[10, 30, 50, 100]"
Not above,"[0.1, 0.5, 0.9]"
Chunksize,"[500, 1000, 2000, 4000]"
Passes,"[1, 5, 10, 20]"
Iterations,"[100, 200, 400]"

Data size,Topics,no_above,Chunksize,Passes,Iteration
1000,30,0.5,2000,5,200

install,kasa,good,week,quality,house,dark,hub,neutral,wall,wink,issue,simple,ghz,follow,living,update,battery,need,feature,port,account,qr,recommended,button,command,advertised,network,minute,update
recommend,amazon,working,day,buy,new,bed,little,white,plugged,charge,connect,camera,lamp,direction,bedroom,wemo,ve,lamp,sunrise,ihome,setting,people,highly,room,ifttt,tv,connect,tree,connect
definitely,amazing,connect,service,support,round,hard,pretty,install,socket,code,wireless,good,got,need,exactly,instruction,decent,thanks,power,good,connected,helpful,timer,siri,integration,excellent,ha,amazon,worked
expected,lamp,took,customer,operate,fit,room,thing,wiring,block,defective,fi,handy,downloaded,installation,cool,minute,power,useful,schedule,tuya,connection,know,recommend,sensor,absolutely,amazon,reset,timer,iphone
amazon,room,ifttt,problem,remote,way,reach,smaller,need,usb,controlled,wemo,pleased,able,install,doe,amazon,mind,downstairs,day,ha,internet,amp,reliable,press,timer,happy,try,able,tried
highly,perfectly,worked,month,best,cover,easier,smartthings,installed,surge,scan,wi,install,day,read,want,skill,write,arrived,wemo,support,reset,dont,hue,motion,second,purchase,need,easily,support
item,group,brand,stopped,amazon,bought,night,big,electrical,cord,unit,connection,step,little,download,fantastic,able,household,good,monitor,charging,schedule,yes,ve,remote,assistant,hook,doe,simple,software
buy,nice,configure,bought,tech,planning,way,space,installation,charger,10,signal,house,maker,followed,ask,took,watt,nice,randomly,ap,power,button,unit,lamp,extender,sync,support,flawlessly,problem

Data size,Topics,no_above,Chunksize,Passes,Iteration
40000,30,0.9,4000,5,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
super,wemo,buy,price,google,ihome,install,wire,socket,house,doe,button,nice,hub,unit,item,timer,size,fan,perfectly,working,link,away,power,lamp,support,issue,update,money,good
schedule,wi,purchase,life,network,model,minute,box,usb,cool,advertised,remote,program,pair,year,awesome,night,power,wall,dot,connect,tp,pack,strip,room,customer,connection,firmware,waste,recommend
simple,fi,bought,easier,ifttt,ac,took,neutral,port,handy,setting,bulb,feature,smartthings,ha,described,useful,strip,garage,worked,tried,kasa,right,energy,bedroom,service,reset,network,account,highly
convenient,android,happy,fast,iphone,window,instruction,wiring,charge,outdoor,exactly,click,sunset,add,10,exactly,4ghz,small,extender,amazon,worked,amazon,air,usage,living,tech,router,belkin,won,far
amazing,mini,buying,tuya,password,older,voice,install,ha,lighting,ok,dimmer,timer,code,signal,charging,day,design,plate,connected,got,skill,floor,save,house,help,problem,review,buy,expected
appliance,network,excellent,worth,security,better,command,white,cable,christmas,job,led,able,wink,issue,hook,house,wall,ceiling,far,hour,group,range,run,bed,company,network,software,offline,quality
allows,connect,definitely,cost,camera,idevices,download,way,mac,gift,band,press,option,wave,range,arrived,fun,block,addition,charm,day,pleased,heater,battery,christmas,called,connected,thing,connect,recommended
timer,homekit,month,gadget,user,hue,simple,electrical,allow,outside,supposed,kitchen,sunrise,siri,replace,flawlessly,5ghz,cord,dont,wish,try,dot,house,outage,dark,know,ha,ha,junk,price
tv,router,ve,little,ipad,old,amazon,black,need,thanks,rule,cell,remotely,need,problem,amazon,charger,plugged,house,perfect,return,performance,area,electricity,tree,helpful,connect,android,piece,intuitive
coffee,setting,recommend,brand,motion,amazon,installed,house,power,bought,sound,etekcity,remote,samsung,month,purchasing,want,thing,door,reliable,problem,constantly,space,monitor,able,internet,internet,support,cloud,working

Data size,Topics,no_above,Chunksize,Passes,Iteration
40000,30,0.9,4000,10,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
customer,life,power,minute,remote,price,night,timer,install,wemo,network,tried,good,working,homekit,unit,hub,tv,room,house,perfect,wire,connection,recommend,ifttt,amazon,connect,link,update,button
service,super,strip,took,socket,buying,appliance,fan,instruction,google,password,hour,doe,month,apple,year,dimmer,hard,lamp,nice,program,box,sunset,advertised,feature,dot,setting,tp,wemo,usb
support,buy,size,voice,wall,better,click,cool,follow,mini,access,support,far,week,ihome,ve,smartthings,camera,bedroom,expected,simple,neutral,away,highly,integration,perfectly,router,kasa,firmware,press
received,purchase,wall,command,different,brand,especially,want,installation,wi,wireless,connect,bulb,worked,samsung,old,wave,cell,living,outside,operate,wiring,router,exactly,doe,christmas,instruction,excellent,issue,port
quality,convenient,small,amazon,location,little,turning,schedule,awesome,fi,point,worked,pair,ha,pairing,ha,wink,coffee,bed,come,tuya,white,schedule,worked,application,bought,network,amazon,belkin,4ghz
company,easier,socket,connected,jinvoo,expensive,ha,thing,simple,amazon,doe,reset,price,fine,paired,reliable,lighting,security,house,able,user,install,power,item,useful,got,step,charge,android,charging
seller,happy,plugged,10,range,option,sound,day,direction,connect,address,day,led,stopped,idevices,better,installed,hook,walk,dark,friendly,way,problem,flawlessly,sensor,tree,review,account,software,remote
response,fast,design,le,controlled,buy,high,house,skill,insight,ha,return,job,ve,interface,type,outdoor,offline,getting,garage,ok,house,reset,needed,motion,amazing,download,etekcity,review,push
replacement,described,usb,second,battery,function,office,handy,forward,new,need,got,supposed,far,automation,10,controller,remotely,kid,door,satisfied,black,internet,recommended,automation,sync,connecting,tablet,problem,table
email,pleased,block,group,ve,wish,helpful,heater,amazon,window,know,trying,blue,day,manage,number,ge,reach,having,wife,order,electrical,timer,charm,rule,worked,connected,free,iphone,ha

Data size,Topics,no_above,Chunksize,Passes,Iteration
40000,30,0.9,4000,20,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
wire,link,dimmer,item,working,power,remote,hub,timer,issue,thing,google,price,unit,simple,wemo,android,install,dot,instruction,fine,good,nice,excellent,button,wall,doe,amazon,lamp,usb
box,tp,wave,year,support,strip,life,pair,setting,ve,got,awesome,better,review,help,network,apple,recommend,voice,minute,away,far,schedule,fast,convenient,size,socket,bulb,room,super
neutral,kasa,lighting,bought,worked,energy,program,smartthings,rule,problem,getting,ifttt,little,power,quick,connect,advertised,perfectly,amazon,took,signal,pretty,timer,pleased,click,design,exactly,ordered,house,port
install,connection,way,fantastic,tried,usage,easier,paired,away,mini,try,thing,brand,ha,future,router,ihome,christmas,happy,download,house,4ghz,perfect,quality,press,fit,described,charge,bedroom,outside
white,money,led,long,customer,appliance,amazing,wink,want,far,problem,integration,expensive,know,convenience,wi,iphone,highly,command,skill,range,quality,expected,band,blue,big,job,sync,living,outdoor
wiring,waste,garage,purchased,day,monitor,hard,siri,account,ha,setting,charm,buy,state,buy,fi,software,worked,purchase,follow,ok,5ghz,fan,best,let,cover,wanted,thanks,bed,operate
installed,connected,add,cord,hour,plugged,button,code,schedule,wemo,worked,play,worth,cloud,friend,update,homekit,buy,ghz,install,foot,configure,sunset,address,turned,small,needed,received,dark,cable
installation,stay,controller,thank,service,motion,reach,charging,access,month,think,handy,cheaper,rating,plan,belkin,io,definitely,hook,step,gift,heater,feature,intuitive,second,space,wife,order,night,water
electrical,doe,dim,charger,return,sensor,tuya,homekit,need,week,working,assistant,cost,watt,house,firmware,doe,tree,hooked,connect,right,price,night,value,plugging,bit,dont,perfectly,able,arrived
house,connect,ge,user,update,surge,battery,pairing,camera,reliable,trouble,integrate,wish,window,tech,connected,ipad,cool,connect,direction,extender,apartment,come,mac,led,large,neo,linked,plugged,tablet

Data size,Topics,no_above,Chunksize,Passes,Iteration
40000,30,0.9,4000,20,100

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
wall,button,working,usb,unit,buy,lamp,bulb,connect,update,money,worked,timer,away,deal,wire,good,house,feature,instruction,remote,thing,network,minute,wemo,recommend,dot,wi,support,link
fan,fast,month,port,power,price,room,dimmer,tried,issue,bought,advertised,schedule,range,big,hub,far,best,power,homekit,socket,little,connect,took,google,christmas,perfect,fi,customer,tp
size,click,problem,outdoor,tv,install,bedroom,design,tech,firmware,year,exactly,sunset,quality,garage,box,happy,different,energy,apple,power,life,router,got,belkin,highly,super,connected,service,amazon
fit,press,reset,charging,forward,worth,living,led,hour,review,waste,expected,function,signal,open,neutral,simple,come,usage,download,strip,cool,setting,working,ifttt,awesome,amazon,android,company,kasa
block,second,week,cord,appliance,expensive,bed,way,support,software,save,flawlessly,feature,right,door,install,purchase,thing,application,follow,excellent,pretty,password,10,rule,perfectly,buying,router,email,voice
smaller,hold,day,lighting,air,brand,night,dim,fine,network,ordered,needed,day,foot,little,ihome,install,way,ipad,direction,plugged,getting,access,second,integration,item,convenient,connect,sent,mini
small,power,worked,cable,ac,wish,house,hue,returned,problem,purchased,doe,setting,pleased,look,smartthings,fantastic,useful,insight,described,wall,able,wireless,le,automation,tree,pair,stay,motion,command
cover,push,connection,ha,window,better,kitchen,ve,doe,fix,ve,coffee,program,high,thing,installed,charm,dark,iphone,read,surge,bit,step,worked,android,definitely,amazing,network,replacement,skill
little,thank,ha,bright,straight,cheaper,walk,etekcity,worked,ha,thanks,gadget,away,router,sure,need,pretty,ve,functionality,tuya,battery,want,need,connected,amazon,charge,easily,iphone,number,group
mini,offline,ve,liked,outage,cost,having,doe,try,router,amazon,water,come,line,factor,installation,program,able,security,compatible,need,easier,account,trying,ha,recommended,paired,io,camera,dot

Data size,Topics,no_above,Chunksize,Passes,Iteration
40000,30,0.9,4000,20,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
voice,power,thing,remote,kasa,connect,support,strip,program,timer,minute,socket,recommend,dimmer,good,price,wire,house,lamp,review,network,link,christmas,wemo,install,working,tv,google,unit,wall
super,usb,different,button,homekit,network,customer,range,old,schedule,took,pair,mini,led,far,month,box,buy,room,ihome,update,tp,happy,rule,instruction,worked,hard,perfect,dot,small
fan,awesome,ve,click,apple,wi,service,outdoor,best,away,10,paired,advertised,wave,perfectly,ve,neutral,thing,bedroom,charge,router,hub,purchase,ifttt,life,tried,port,iphone,amazon,size
command,item,brand,press,account,fi,android,outside,forward,feature,le,coffee,highly,blue,quality,wish,installed,nice,living,read,issue,bulb,tree,belkin,little,hour,fast,ipad,flawlessly,design
convenient,need,pretty,4ghz,skill,password,software,house,button,day,cool,recommended,exactly,surge,excellent,worth,wiring,buying,bed,band,connection,smartthings,heater,sunset,simple,day,connected,android,ac,socket
energy,charging,lot,access,amazon,setting,belkin,garage,kitchen,remotely,second,easily,doe,thing,price,year,install,definitely,house,received,reset,wink,fantastic,sunrise,follow,got,quickly,gift,window,fit
usage,ha,bit,number,add,download,company,power,want,able,got,air,expected,dim,pleased,purchased,white,amazing,night,register,firmware,ghz,bought,insight,installation,connect,pack,tablet,purchased,block
appliance,plugged,smaller,wireless,group,connected,doe,lighting,straight,house,working,pairing,described,protector,reliable,bought,wall,going,dark,box,problem,amazon,ordered,motion,direction,bought,reach,soon,high,space
operate,monitor,little,5ghz,compatible,router,io,battery,year,come,siri,family,worked,ge,value,expensive,electrical,able,walk,new,internet,need,wonderful,sensor,easier,money,seller,bought,ha,big
amazon,outage,multiple,second,automation,instruction,contact,signal,push,ha,tuya,etekcity,friend,look,worked,issue,way,sync,plugged,number,connected,charm,compact,trigger,amazon,trying,son,perfectly,sound,cover

Data size,Topics,no_above,Chunksize,Passes,Iteration
40000,30,0.9,4000,20,400

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
remote,homekit,wemo,network,house,little,wire,minute,ihome,timer,good,connection,link,perfect,connected,amazon,exactly,doe,review,power,hub,issue,socket,install,buy,lamp,update,support,unit,working
button,iphone,google,connect,timer,super,box,instruction,motion,schedule,recommend,problem,tp,advertised,item,dot,expected,fine,amazon,strip,bulb,far,wall,simple,thing,room,firmware,customer,best,worked
awesome,apple,ifttt,router,automatically,christmas,neutral,took,sound,feature,perfectly,sunset,kasa,excellent,stay,mini,happy,better,ordered,usb,dimmer,ha,size,installation,ll,bedroom,software,service,cost,day
click,tv,belkin,wi,night,tree,white,skill,office,away,highly,reset,account,fast,away,voice,money,range,read,port,smartthings,android,design,installed,need,living,version,hour,price,month
press,camera,download,fi,garage,got,wiring,10,trigger,program,quality,internet,amazon,hard,idea,command,described,job,item,energy,wave,ve,charge,configure,know,fan,doe,tech,ve,week
sensor,ipad,insight,connected,operate,wish,way,second,select,able,far,rule,group,charm,bought,price,cool,cord,returned,usage,led,flawlessly,fit,kitchen,want,bed,charging,help,signal,bought
different,security,integration,wireless,old,thing,electrical,follow,load,remotely,definitely,setting,loved,nice,live,amazing,purchase,air,purchased,ha,wink,io,block,look,buying,house,ha,tried,year,ha
push,scene,android,password,porch,bit,black,step,temperature,nice,price,sunrise,bulb,quickly,apartment,bought,siri,extender,received,plugged,pair,haven,big,fairly,going,life,updated,belkin,outside,stopped
number,koogeek,account,connecting,looking,getting,house,le,functionality,function,recommended,network,server,soon,ha,pack,worth,window,forward,ac,automation,problem,cover,straightforward,think,convenient,upgrade,email,brand,ve
location,quick,address,connection,outdoor,bought,install,working,relatively,ability,fantastic,day,alexia,thank,right,surge,doe,extension,wanted,heater,need,worked,small,ease,direction,able,hardware,company,better,fine

Data size,Topics,no_above,Chunksize,Passes,Iteration
40000,10,0.9,4000,20,400

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
amazon,remote,lamp,wire,power,hub,wemo,good,timer,link
instruction,worked,room,box,button,bulb,network,price,schedule,tp
install,christmas,house,neutral,strip,dimmer,mini,far,power,router
connect,bought,awesome,install,usb,automation,update,socket,away,network
minute,advertised,thing,wall,homekit,smartthings,issue,buy,day,working
took,recommend,bedroom,way,unit,wave,firmware,doe,feature,connect
dot,highly,living,installation,apple,need,belkin,little,sunset,support
download,perfect,fan,installed,plugged,wink,android,excellent,come,tried
able,perfectly,bed,house,port,sensor,ifttt,nice,house,worked
connected,tree,able,white,ha,range,ha,quality,ha,problem

Data size,Topics,no_above,Chunksize,Passes,Iteration
40000,30,0.9,4000,20,400

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
amazon,item,fan,wemo,wave,hub,socket,lamp,issue,support,good,review,energy,working,timer,perfectly,power,bulb,mini,recommend,android,install,remote,link,doe,perfect,wi,wire,button,minute
connect,buy,advertised,network,outdoor,google,tv,room,update,tried,far,read,heater,worked,schedule,awesome,strip,dimmer,camera,life,software,simple,convenient,tp,wall,happy,fi,neutral,house,took
dot,money,useful,belkin,controller,voice,size,bedroom,firmware,hour,price,doe,monitor,unit,away,excellent,usb,ihome,security,christmas,rule,instruction,thing,kasa,box,purchase,setting,box,click,connected
exactly,nice,daily,connect,air,command,design,living,problem,customer,little,know,cost,day,program,fast,port,led,router,highly,day,super,different,homekit,fit,garage,password,white,press,le
download,cool,hue,router,lighting,ifttt,small,bed,ve,service,expected,siri,high,month,come,tuya,cord,dim,signal,definitely,need,installation,amazing,account,bit,buying,connect,wiring,dark,10
pair,thing,usage,mini,unit,smartthings,block,night,fine,connect,quality,ll,battery,week,feature,fantastic,charging,etekcity,motion,bought,vacation,follow,pack,apple,little,plan,network,install,little,second
able,worth,trigger,connected,module,amazon,big,house,version,tech,better,setting,appliance,connection,house,price,ha,dimming,sensor,tree,hour,direction,need,skill,cover,door,trouble,installed,code,30
charge,waste,track,internet,solid,wink,plugged,plugged,ha,instruction,pretty,thing,unit,reset,sunset,quick,surge,level,range,easier,mobile,described,want,amazon,space,future,connecting,way,walk,15
needed,seller,ceiling,connection,ge,integration,smaller,able,far,trying,wish,instruction,usage,bought,able,value,ac,color,band,recommended,run,coffee,wall,add,issue,wife,change,electrical,thing,20
bought,save,free,ha,year,paired,wall,reach,working,help,buy,need,protector,return,outside,extremely,plugged,feature,away,purchased,server,sync,fun,iphone,job,house,getting,black,second,arrived

Data size,Topics,no_above,Chunksize,Passes,Iteration
40000,50,0.9,4000,20,400

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
design,far,brand,power,link,review,little,lamp,hub,smartthings,download,bulb,usb,voice,remote,life,fast,function,purchase,difficult,wire,item,button,away,forget,good,wall,christmas,connect,connection,install,fan,bought,power,timer,looking,minute,customer,google,support,recommend,doe,wemo,people,schedule,working,simple,android,unit,update
charge,good,different,state,tp,instruction,nice,room,compatible,wave,ask,dimmer,power,perfect,socket,easier,window,expected,best,extremely,neutral,mini,click,right,fairly,price,box,house,network,router,wi,better,wish,plugged,program,skill,instruction,service,account,hour,perfectly,dot,belkin,feel,feature,month,pretty,setting,ac,firmware
pleased,reliable,buying,outage,kasa,read,convenient,living,wink,paired,return,way,port,command,bed,security,8,wife,useful,disappointed,installation,money,second,happy,addition,quality,fit,tree,connected,reset,fi,new,pair,tv,schedule,look,took,company,ifttt,tried,awesome,advertised,usage,isn,plus,worked,super,ihome,cost,software
single,quickly,fine,operation,excellent,received,bit,bedroom,required,hub,let,led,strip,amazon,wall,camera,temperature,mind,happy,hard,install,worth,press,described,functionality,water,cover,outside,password,issue,iphone,version,deal,energy,sunset,add,follow,replacement,rule,trying,highly,homekit,insight,idea,operate,day,cool,io,sign,thanks
hook,interface,help,module,amazon,manual,getting,house,smartphone,controller,couldn,kitchen,cord,controlled,floor,ipad,market,away,live,guy,wiring,waste,blue,flawlessly,scheduling,compact,standard,outdoor,router,internet,siri,size,big,appliance,night,amazing,10,support,integration,finally,definitely,exactly,ha,issue,absolutely,week,thing,change,word,issue
free,arrived,plan,local,alexia,configure,expensive,dark,need,samsung,play,garage,space,surge,night,vacation,shipping,area,simply,server,white,buy,block,heater,downstairs,value,plate,year,connecting,signal,koogeek,model,pack,strip,day,quick,le,contacted,group,tech,recommended,apple,better,cheap,technology,ve,got,iphone,business,review
separate,ha,handy,respond,buy,information,able,walk,code,pairing,amazon,door,ha,protector,charger,apps,special,exactly,friend,possible,electrical,save,turned,coffee,dont,hot,big,inside,wireless,problem,family,gadget,tuya,monitor,come,forward,ordered,terrible,create,got,charm,amazon,rule,real,kid,ha,hooked,tablet,register,updated
close,slow,ll,battery,problem,number,touch,bed,automation,ge,store,dim,4ghz,bulky,plugged,location,wemos,worked,purchased,guest,installed,user,doe,fantastic,decent,saving,color,lighting,able,need,connects,smaller,wonderful,monitoring,automatically,straight,direction,send,motion,help,needed,sync,amazon,etekcity,scene,bought,able,process,stuck,useless
electronic,hoping,future,leviton,hs200,manufacturer,trouble,turning,require,level,need,lighting,small,connected,need,junk,pc,eventually,satisfied,regular,box,friendly,push,worked,shut,better,receptacle,bought,ghz,connected,simple,old,cheaper,need,house,additional,step,defective,sensor,try,lazy,job,hardware,problem,alarm,problem,want,doe,check,upgrade
hand,problem,seller,ha,ha,message,assistant,air,doe,pair,returned,dimming,charging,factor,sleep,iphone,particular,house,high,ended,house,garbage,hold,impressed,town,pump,right,controlling,stay,ha,easily,older,fact,daily,sunrise,ability,downloaded,email,access,went,thank,supposed,software,way,simple,stopped,house,screen,written,constantly

Data size,Topics,no_above,Chunksize,Passes,Iteration
40000,100,0.9,4000,20,400

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68,Topic 69,Topic 70,Topic 71,Topic 72,Topic 73,Topic 74,Topic 75,Topic 76,Topic 77,Topic 78,Topic 79,Topic 80,Topic 81,Topic 82,Topic 83,Topic 84,Topic 85,Topic 86,Topic 87,Topic 88,Topic 89,Topic 90,Topic 91,Topic 92,Topic 93,Topic 94,Topic 95,Topic 96,Topic 97,Topic 98,Topic 99,Topic 100
issue,tablet,remote,connected,security,homekit,usb,outside,point,doe,power,allow,wanted,ihome,won,android,single,dot,night,lighting,application,perfect,money,connecting,change,google,link,replaced,hub,socket,power,support,end,good,stuff,small,wink,purchase,buying,bad,led,far,company,design,signal,ve,ifttt,apple,dimmer,long,timer,option,multiple,wireless,block,hour,buy,type,customer,advertised,got,wemo,item,know,outage,deal,case,wi,feature,thing,unit,update,lamp,extremely,download,best,bulb,easier,house,little,minute,network,fine,tried,manual,perfectly,plugged,away,install,plus,awesome,run,button,iphone,wall,instruction,amazon,working,simple,wire
initially,enabled,access,connection,went,brand,controlled,open,send,exactly,battery,complete,making,immediately,simply,software,forget,bedroom,especially,outdoor,regular,automatically,ordered,direction,hope,ipad,tp,attached,pair,cover,schedule,tech,kitchen,nice,integrate,big,code,flawlessly,quick,wait,blue,recommend,future,added,user,year,rule,place,version,longer,program,6,ok,password,motion,trying,worth,aren,service,range,finally,belkin,christmas,main,wake,figure,technology,fi,energy,lot,tv,firmware,room,helpful,account,idea,order,useful,dark,price,took,connect,mini,returned,fact,needed,large,right,fan,adding,wish,insight,click,location,standard,step,voice,month,life,box
correctly,concept,number,router,camera,siri,port,garage,server,sunset,watt,picture,pack,directly,ac,available,extra,bed,cell,stand,jinvoo,thank,return,purchasing,disappointed,play,kasa,excited,smartthings,hit,strip,trouble,entire,cool,ease,size,pairing,overall,plan,annoying,color,highly,level,quality,tuya,couple,integration,reach,ability,cord,function,scheduling,group,space,sensor,received,handy,limited,help,impressed,fantastic,ha,tree,need,saving,couldn,liked,drop,cost,feel,wife,review,living,totally,skill,reliably,expensive,compatible,seller,bit,second,reset,hear,worked,matter,remotely,wall,foot,super,monitoring,hard,air,press,electrical,plate,follow,command,week,fast,neutral
unfortunately,flash,web,internet,downloaded,koogeek,complaint,door,register,sunrise,12,basic,lower,tplink,separate,configuration,installing,getting,kid,ap,daily,town,described,configure,person,interface,forward,dog,wave,designed,happy,unable,located,appliance,difficulty,fit,load,controlling,response,lose,bright,excellent,information,high,figured,old,io,extender,model,properly,schedule,programming,mode,heater,sound,half,probably,nicely,sent,improvement,wasn,better,quickly,fail,machine,soon,likely,connect,usage,people,enjoy,fix,able,rating,smartphone,frequently,mind,life,friend,pretty,le,router,worked,connect,offline,worked,adapter,test,expected,dimming,thanks,gone,push,sync,controller,read,ask,worked,free,wiring
maybe,appear,site,stay,able,idevices,shut,inside,provide,supposed,amp,special,fault,average,cause,store,replace,tell,thinking,insteon,giving,challenge,save,experience,mean,area,amazing,laptop,automation,plugging,connectivity,hue,wired,job,faster,smaller,scan,pleased,desk,disconnect,screw,definitely,dim,fun,friendly,month,based,hard,older,short,allows,believe,programmed,scheduled,wonderful,absolutely,junk,mentioned,email,worked,office,ssid,operate,reason,safe,ready,guy,connection,monitor,charge,sleep,problem,floor,hold,add,pick,pain,description,come,charging,30,able,impossible,support,operation,yes,moved,10,convenient,capability,cheaper,conditioner,touch,scene,box,4ghz,ip,day,addition,white
unplugged,login,address,wouldn,kept,electronic,linked,world,screen,porch,equipment,larger,status,particularly,basement,hardware,way,coffee,leave,master,appears,anytime,waste,fairly,previous,surge,straight,choose,paired,waiting,telling,question,cabinet,quality,tip,kind,package,happy,holiday,hoping,total,recommended,given,cheap,built,new,currently,watch,upgrade,extension,ha,current,recognize,7,com,spent,anymore,rate,called,smartplug,husband,setting,lazy,dont,im,bought,including,opened,data,think,problem,reset,dark,tech,need,post,decided,live,able,gadget,20,connects,functional,hour,actually,purpose,stick,apartment,hooked,offer,gift,neo,manually,module,line,setting,able,stopped,apps,install
unplug,functioning,real,lost,vacation,different,functionality,left,lack,min,receiver,care,biggest,magic,default,switching,saw,morning,rest,weather,unreliable,sun,window,process,result,protector,looking,notice,required,usually,need,initial,table,solid,learn,space,leviton,worked,stated,randomly,replacing,convenience,non,look,eventually,ago,automation,synced,compared,handle,feature,neat,understand,character,reviewer,ghz,gotten,prefer,manufacturer,linking,sale,problem,bought,saying,asked,value,3rd,router,water,want,pot,original,having,savvy,mobile,smooth,ll,automate,family,bulky,slow,constantly,refund,returning,hassle,negative,fall,worked,charm,major,ordering,truly,second,manage,additional,followed,wonderfully,problem,responsive,installation
fixed,locate,mac,problem,local,reasonable,glad,bathroom,happens,15,bar,story,toggle,smartmonitor,hopefully,loose,video,walk,leaving,1st,photo,suppose,arrived,close,green,assistant,yesterday,x10,ge,second,bought,resetting,stair,intuitive,clicking,second,geeni,satisfied,floor,17,existing,looking,near,intended,compact,bought,nest,hs100,correct,2017,setting,newer,random,24,heat,8,going,bunch,received,mainly,going,router,able,temperature,daylight,2nd,incredibly,project,hot,having,ha,issue,turning,aware,create,inexpensive,need,performance,son,respond,couple,try,clunky,failed,okay,market,bit,distance,hook,bug,upstairs,following,turned,select,fit,band,address,ha,automatic,black
