Name,Passes and iterations
Data sizes,"[1000, 5000, 10000, 20000, 40000]"
Number of topics,"[10, 30, 50, 100]"
Not above,"[0.1, 0.5, 0.9]"
Chunksize,"[500, 1000, 2000, 4000]"
Passes,"[1, 5, 10, 20]"
Iterations,"[100, 200, 400]"

Data size,Topics,no_above,Chunksize,Passes,Iteration
1000,50,0.9,2000,5,200

password,wall,function,friendly,upstairs,network,instruction,iphone,issue,firmware,thank,far,strip,totally,arrived,led,week,charm,took,ac,mini,configure,space,cheaper,window,soon,nest,size,experience,particular,band,able,compatible,smartthings,accessory,pack,wall,firmware,haven,away,returned,better,unplugged,battery,wall,definitely,rule,liked,auto,kind
connect,turning,single,remotely,downstairs,day,amazon,integration,flawlessly,address,smartphone,appliance,useful,sale,brand,push,ha,wall,setting,4ghz,receptacle,fantastic,piece,better,figured,review,choose,second,50,recently,pairing,leave,suck,hub,separate,short,stay,review,instantly,foot,disappointed,iphone,problem,specific,white,outdoor,wion,today,excited,making
doe,remote,people,schedule,overall,worked,water,randomly,unplug,constantly,maker,quality,operate,lack,monitoring,turned,worked,wireless,try,google,hot,hook,offline,little,video,going,need,correct,manage,business,idea,office,problem,connectivity,open,large,probably,android,manual,having,purchased,setting,appear,simple,need,turning,follow,high,15,remember
error,table,feel,setting,bit,wireless,pleased,enabled,connecting,state,adapter,interface,little,fixed,satisfied,bulb,stopped,highly,thing,morning,lower,etekcity,occasionally,compared,programmable,anymore,thing,deal,restart,individually,version,feature,beat,drop,failed,port,way,issue,confusing,wall,worked,connected,individual,ready,installed,holiday,day,terrible,search,live
remotely,bought,close,2016,able,start,quick,need,ask,outage,purchased,distance,instead,obviously,buy,zero,problem,easily,process,plugging,controlled,received,winter,furniture,losing,bought,pool,wall,x10,dimmer,ha,shut,security,idevice,signal,end,mean,problem,walking,kitchen,thanks,straight,quit,box,electrical,friend,skill,option,special,happened

Data size,Topics,no_above,Chunksize,Passes,Iteration
20000,50,0.9,500,5,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
internet,wall,fan,night,button,amazon,issue,wi,block,long,network,remote,price,timer,reliable,pretty,instruction,support,got,router,signal,minute,good,hub,design,setting,link,room,working,schedule,iphone,recommend,nice,box,number,homekit,simple,way,item,change,hard,christmas,lamp,tv,unit,siri,doe,feature,big,connect
unplug,socket,having,plugged,useful,dot,android,fi,account,help,wemo,wish,company,perfectly,multiple,cool,purchase,review,tell,hour,access,10,apple,advertised,power,install,tp,living,month,outdoor,update,trying,pair,wire,scene,koogeek,haven,connection,buy,vacation,looking,tree,cost,firmware,ok,io,power,flawlessly,wife,worked
quick,controlled,wireless,bedroom,supposed,tech,ipad,cord,sent,sync,connect,expected,purchased,function,power,fit,little,customer,thing,took,bad,automation,ordered,perfect,fantastic,buying,kasa,voice,stopped,happy,service,remotely,software,requires,code,far,skill,need,awesome,run,reach,bulb,want,hooked,window,running,connected,user,range,tried
usage,cover,let,bed,second,connecting,people,extension,tablet,downstairs,extremely,program,brand,direction,response,complaint,bit,return,energy,second,piece,better,quality,super,air,couldn,reset,house,ha,easily,option,highly,instead,add,review,problem,morning,said,money,completely,future,monitor,certain,wait,breeze,4ghz,away,ha,deal,fine
create,heater,step,kit,quickly,got,isn,luck,constantly,8,connected,exactly,bought,monitoring,password,feel,follow,day,easier,minute,solution,wion,especially,paired,way,amazing,online,command,ve,outside,free,gave,able,electrical,manual,idevices,case,thought,le,usb,walk,handy,plugged,address,holiday,fun,stay,convenient,probably,bought
mobile,appliance,figure,website,press,support,reason,started,message,desk,worth,smaller,buy,mode,connectivity,entire,difficult,reset,ask,connected,going,ifttt,recommended,configure,allow,compatible,consumption,best,6,needed,interface,scheduling,drop,old,waste,getting,pleased,green,updated,water,convenience,led,small,application,screen,wouldn,right,error,overall,excellent
smartphone,bulky,pairing,able,come,finally,lose,connection,family,upstairs,setting,extra,went,programming,strip,year,expensive,belkin,download,day,cloud,sunset,highly,seamlessly,gadget,integration,cell,dark,life,week,downloaded,idevice,manage,new,accessory,different,forget,line,hit,port,forward,live,kind,loses,enter,5ghz,frustrating,installation,plus,followed
charm,allows,figured,tap,usually,new,absolutely,left,ac,sign,click,ability,amazon,clear,ve,real,operate,issue,won,couple,stuff,added,designed,issue,screw,helpful,single,described,worked,lighting,returned,spent,obviously,zero,read,soon,install,terrible,bought,pump,door,thinking,ha,100,fixed,apps,purchasing,worked,version,connected
camera,space,watch,7,turned,simply,shut,patio,impressed,xmas,ghz,telling,longer,buggy,reset,expect,lost,email,returning,coffee,junk,30,mini,wink,low,security,liked,amazon,server,disappointed,waiting,given,evening,install,ha,available,test,provided,fact,hot,reliably,upgrade,site,correct,electric,hope,job,process,major,able
schedule,size,instantly,technology,happens,group,word,worry,totally,matter,neo,2nd,year,disconnected,experience,little,step,fast,turning,working,basic,start,store,seamless,wall,amazon,including,definitely,issue,worked,scan,trouble,stable,additional,information,currently,ihome,20,wrong,remember,open,house,place,kitchen,plugged,large,outage,required,foot,register

Data size,Topics,no_above,Chunksize,Passes,Iteration
20000,50,0.9,1000,5,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
install,function,wi,awesome,firmware,buy,dot,timer,user,thought,lamp,good,link,multiple,life,christmas,room,item,reliable,worked,cool,step,homekit,instruction,koogeek,support,fine,reset,outdoor,remote,ve,price,simply,working,recommend,wemo,response,amazon,password,button,connect,iphone,box,software,money,house,got,bedroom,network,plugged
advertised,hub,fi,big,version,minute,fan,doe,trouble,code,room,unit,tp,haven,bulb,tree,perfectly,reach,pair,week,pretty,definitely,router,follow,connected,customer,compatible,hard,tv,siri,far,brand,want,month,highly,belkin,quick,voice,required,block,power,schedule,wire,heater,day,year,hour,bed,wireless,strip
simple,appliance,took,thing,described,wish,wouldn,expected,rule,tablet,ifttt,remotely,kasa,different,clear,account,perfect,difficult,excellent,ipad,complaint,error,apple,let,getting,service,connectivity,integration,lighting,wall,socket,company,certain,worked,currently,network,cloud,command,spent,click,internet,android,wall,usage,wife,bought,io,night,security,signal
program,disconnect,connection,bulky,process,le,tell,exactly,connecting,handy,plugged,operate,setting,order,pump,sent,living,especially,charm,couple,forward,figure,update,read,access,review,useful,amazing,programmed,loses,come,cost,helpful,stopped,convenience,insight,sync,controlled,needed,cord,ability,outside,cover,office,waste,vacation,trying,convenient,website,power
super,allows,minute,little,couldn,10,amazon,away,allow,number,living,quality,tried,location,technology,add,house,live,range,ha,buying,fact,idevices,direction,stay,email,functionality,morning,hooked,house,ll,better,kind,ha,controller,interface,local,flawlessly,kept,large,connection,sunset,screw,power,unplug,hot,tech,having,scheduling,coffee
energy,smartthings,download,play,issue,took,monitor,feature,band,need,turning,nice,amazon,quickly,long,message,fantastic,friendly,monitoring,bought,tap,online,connect,review,point,day,skill,start,recommended,thing,thing,air,small,far,holiday,doe,second,fast,usually,power,7,feature,right,low,server,google,support,kit,ghz,longer
scene,zero,connect,design,apps,worth,drop,right,updated,want,ha,friend,ordered,solution,bluetooth,adding,leave,prong,100,issue,plan,figured,issue,open,neo,update,plus,piece,walk,world,house,best,respond,ok,ask,setting,resetting,bought,garbage,press,state,downloaded,apartment,current,free,water,bad,room,application,window
extremely,furniture,reconnect,deal,probably,expensive,inside,supposed,ve,example,word,hassle,return,purchase,glad,added,garage,downstairs,picture,purchased,straight,able,tried,lose,change,reset,mini,returning,easily,need,dark,randomly,fairly,happy,model,job,cover,automation,ihome,extension,green,address,need,space,accessory,old,help,stop,camera,wall
gadget,problem,store,size,future,price,available,gift,update,come,nice,packaging,wion,problem,instruction,worked,door,people,town,went,thing,family,connected,setting,looking,replacement,hand,lost,kid,value,idea,pro,look,frustrating,ordering,web,directly,hub,replaced,ac,outage,run,fit,wave,hit,ha,try,ease,smartphone,floor
consumption,reboot,second,wall,6,smaller,ready,hook,discover,case,connected,unplugged,disappointed,need,short,bought,forget,upstairs,quit,away,sound,attempt,problem,doe,fun,fix,separate,idevice,led,fan,half,compared,daily,bought,instantly,touch,4g,option,patio,plugging,understand,sunrise,electrical,com,save,waiting,returned,sleep,pleased,kitchen

Data size,Topics,no_above,Chunksize,Passes,Iteration
20000,50,0.9,2000,5,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
minute,homekit,password,support,compatible,couldn,described,wire,belkin,pair,network,unit,ordered,money,buying,install,company,away,way,connect,apartment,recommend,room,schedule,ok,hub,cool,house,connection,cost,setting,power,advertised,link,button,working,worked,remote,good,timer,hour,buy,christmas,wi,update,box,remote,amazing,wemo,outdoor
took,apple,number,customer,play,doe,wouldn,cover,stop,code,reset,socket,camera,waste,easily,convenient,review,signal,bulb,tried,air,highly,lamp,expected,absolutely,smartthings,pretty,bed,connecting,useful,instruction,heater,simple,tp,wion,item,perfectly,button,amazon,day,trying,wish,dot,fi,firmware,right,remotely,tell,router,lighting
le,siri,cord,service,paired,wife,holiday,wall,plugging,smartphone,issue,vacation,water,instruction,security,extremely,drop,foot,led,worked,conditioner,definitely,living,io,random,charm,hooked,night,lost,fast,change,apps,nice,kasa,coffee,day,month,tv,far,rule,spent,bit,tree,software,review,server,controlled,daily,network,outside
10,koogeek,difficult,android,pairing,supposed,returned,fit,frustrating,add,unplug,cell,running,extra,garage,future,hope,problem,end,try,way,function,fan,ifttt,pleased,required,getting,lamp,issue,usage,thing,office,voice,perfect,ac,stopped,bought,plugged,price,automatically,returning,haven,ask,neo,quality,mind,range,electric,internet,block
fantastic,idevices,application,amazon,wink,forward,constantly,box,impossible,list,account,better,hot,followed,helpful,wonderful,purchased,right,thing,connected,ge,pump,bedroom,sunset,waiting,glad,trouble,dark,solid,programmed,google,space,command,hard,gift,user,happy,wall,awesome,schedule,step,little,amazon,network,issue,cable,brand,kitchen,iphone,large
appliance,easier,wireless,tech,job,straight,gave,neutral,slow,scan,connectivity,group,thanks,clear,figured,liked,similar,far,coming,network,town,especially,program,download,piece,buggy,ipad,room,problem,price,android,know,exactly,reach,disappointed,ha,flawlessly,battery,excellent,manually,problem,bulky,bought,ankuoo,version,configured,good,house,access,controlling
scheduling,life,kit,replacement,issue,ordering,pain,screw,making,hear,process,model,received,zero,monitoring,channel,soon,wall,need,reset,single,area,family,idea,100,happens,handy,remote,failed,value,doe,need,super,reliable,junk,longer,purchase,power,best,terrible,support,smaller,turning,hardware,week,actually,location,main,connect,inside
click,iphone,extension,tablet,doe,garbage,attempt,standard,thing,fan,sync,intended,2nd,direction,near,entire,io,controller,going,review,charger,programming,operate,free,loved,breeze,hook,come,delay,guy,luck,electronics,amazon,follow,etekcity,window,ve,strip,bought,want,email,skill,house,store,ve,restart,reconnect,handle,connected,complaint
friend,scene,website,called,installation,tap,item,wiring,ha,automatic,second,unplugged,able,point,designed,offline,month,issue,remember,return,individual,looking,remote,monitor,total,samsung,interface,walk,error,seller,manual,thing,doe,iphone,idevice,randomly,year,second,buy,old,site,design,decoration,local,fine,flashing,loses,built,insight,string
15,downstairs,hue,contacted,wave,new,machine,need,unplugging,quit,need,plugged,fact,huge,door,super,order,distance,thought,day,travel,ease,able,iphone,rest,hassle,band,downloaded,ha,electricity,available,outage,little,arrived,quick,friendly,ha,size,thing,lose,failure,doe,linked,message,good,left,different,individually,connection,low

Data size,Topics,no_above,Chunksize,Passes,Iteration
20000,50,0.9,4000,5,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
good,pack,remote,remote,big,link,wish,house,support,tried,user,flawlessly,year,battery,pro,easier,wemo,christmas,room,bed,outside,right,cool,hour,isn,wire,homekit,bit,happy,install,money,problem,power,firmware,issue,design,power,recommend,connect,button,siri,nice,timer,hard,kasa,wi,controller,downstairs,hub,unit
simple,shut,wall,useful,review,tp,bulb,fan,customer,reset,hook,garage,ve,receiver,won,charm,network,socket,lamp,tv,outdoor,box,expected,got,color,box,apple,little,purchase,buy,waste,router,energy,update,fast,click,strip,super,router,remote,lamp,convenient,schedule,needed,instruction,fi,wave,machine,pair,working
price,power,fantastic,year,deal,amazon,smaller,remote,service,instruction,family,door,ha,pump,half,life,belkin,tree,living,night,channel,future,voice,trying,pin,neutral,idevices,amazon,function,doe,wonderful,signal,usage,loses,fine,power,plugged,heater,connection,neo,reach,handy,feature,high,follow,perfect,module,come,smartthings,month
quality,way,space,old,thing,ordered,version,dark,tech,junk,friendly,mini,air,water,doe,ok,android,awesome,dot,lamp,thing,cable,exactly,worked,ge,screw,koogeek,bulky,recommended,item,need,away,appliance,away,far,area,block,highly,tried,press,etekcity,able,day,way,operate,iphone,couldn,group,wink,stopped
power,number,wife,new,remote,sync,led,room,email,network,bought,wait,window,remote,guy,band,io,google,bedroom,remote,indoor,adt,command,described,way,wiring,ipad,play,forward,bought,crap,issue,reliable,connection,6,wall,lighting,hooked,reset,programmed,hard,thank,sunset,low,thanks,difficult,controlled,12,paired,worked
configure,daughter,second,skill,wall,worked,hue,leave,amazon,help,idevice,porch,month,run,pre,ability,update,plugged,excellent,remotely,cheaper,worked,amazon,day,dimmer,need,amazing,sale,scheduling,job,service,foot,apartment,second,response,button,size,able,connected,program,holiday,vacation,software,took,add,connection,vera,daily,pairing,minute
outage,10,range,house,ha,wemo,better,lamp,contacted,step,plan,worked,ac,line,ihome,separate,connect,bought,advertised,bedroom,inside,company,fun,spent,require,install,iphone,bluetooth,straight,amazon,help,office,cost,issue,ve,second,large,convenience,update,wion,ask,house,setting,doe,installation,impossible,insteon,warm,samsung,week
soon,extension,programmable,little,little,expect,review,walk,manufacturer,recognize,husband,little,failed,hot,way,basement,access,thing,amazon,want,need,pulse,definitely,return,delay,installed,compatible,stand,looking,location,excited,forget,monitor,perfectly,month,code,cover,electric,internet,outdoor,ha,waiting,automatically,quick,cord,parent,beat,individual,install,account
instruction,bought,adapter,xmas,number,compared,stated,gadget,review,connect,loved,worry,unit,sight,enabled,responsive,insight,worked,coffee,kid,weather,left,minute,finally,kind,load,integration,functionality,currently,pleased,cell,ha,way,ha,disappointed,unit,hand,totally,worked,lighting,button,forgot,application,frequency,furniture,friend,ha,want,connected,10
pretty,cord,thing,want,item,better,instead,floor,said,wireless,sensor,open,conditioner,ha,horrible,satisfied,setting,perfectly,bought,morning,signal,dont,pretty,connect,led,white,ifttt,coming,highly,com,suck,20,consumption,stop,problem,look,complaint,glad,setting,ankuoo,decoration,especially,sunrise,extra,wall,6,easiest,ha,ease,day

Data size,Topics,no_above,Chunksize,Passes,Iteration
20000,50,0.9,2000,1,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
reach,expected,group,convenient,remotely,android,bedroom,voice,house,amazon,wemo,cover,setting,router,advertised,dot,thing,awesome,update,remote,excellent,wemo,power,fine,install,useful,money,wi,long,link,hour,working,return,lamp,timer,feature,router,router,io,bed,tv,christmas,program,homekit,band,ifttt,amazing,belkin,definitely,internet
connect,cord,fairly,remote,shut,unit,got,command,bought,company,brand,holiday,change,garage,block,price,instruction,schedule,firmware,wall,heater,connect,plugged,network,wire,house,cost,fi,account,tp,item,reset,iphone,room,power,bulb,network,mini,configure,recommend,button,tree,appliance,apple,button,interface,energy,network,ve,access
5ghz,extension,discover,reliable,solution,support,happy,unit,convenience,customer,ve,ha,password,4ghz,wouldn,best,play,super,rule,design,nice,network,fan,issue,box,entire,waste,good,waiting,kasa,fast,week,network,living,room,smaller,address,reconnect,loses,highly,programming,perfect,battery,siri,bulky,handy,monitor,randomly,quality,wemo
signal,helpful,port,hot,come,good,lost,downstairs,looking,review,lose,consumption,network,door,hooked,amazon,website,outdoor,setting,pump,usage,connected,strip,got,need,sleep,ability,exactly,frustrating,perfectly,trying,month,response,remotely,remote,wish,support,prong,minute,night,daily,lamp,decoration,koogeek,pairing,especially,thank,wemo,ghz,downloaded
disconnect,connectivity,auto,water,ha,tried,worked,receiver,wonderful,support,etekcity,restart,doe,lamp,remote,ac,follow,cool,updated,user,smartphone,minute,button,worked,required,surge,order,neo,machine,schedule,function,worked,allows,remote,want,gift,update,almond,10,walk,hard,wife,fountain,socket,pleased,channel,bluetooth,4g,network,plugged
low,followed,electronic,controlled,power,buy,thanks,upstairs,fact,service,pretty,flashing,difficult,house,hidden,remote,try,far,issue,unit,office,try,apartment,ordered,winter,random,easier,described,said,wion,spent,stopped,outside,ipad,old,pack,air,unit,hope,lazy,away,table,plugged,integration,overall,watch,2nd,power,fun,cloud
skill,arrived,area,program,router,day,purchase,junk,impressed,email,needed,looking,support,away,integration,flawlessly,read,fantastic,ha,hook,scheduling,took,plugging,bought,neutral,protector,save,ankuoo,purpose,amazon,sync,bought,window,bought,outage,kit,ve,message,code,dark,reach,unplug,unit,google,small,strong,liked,ha,running,issue
able,able,glitch,better,adjust,tablet,problem,unplugged,activate,saying,hoping,month,multiple,foot,stable,able,24,operate,wemo,friendly,space,step,wall,connect,camera,turning,useful,life,literally,vacation,day,power,day,charm,living,application,tried,ha,30,plugged,want,bought,remote,idevice,blink,controlling,ve,review,6,morning
recommended,extremely,everyday,button,watt,problem,ordering,amazon,adapter,doe,basically,broken,connect,consistently,isn,simple,store,took,bug,electric,gadget,connection,designed,sent,label,regular,world,doe,working,away,online,factory,wireless,having,automatically,hue,review,yesterday,solid,house,usb,doe,coming,ipad,losing,pin,sign,issue,10,enabled
haven,issue,covered,quit,thing,software,supposed,family,cell,job,second,term,ended,initial,lack,ha,dlink,sunset,day,house,husband,got,want,pain,green,away,need,issue,stop,iphone,went,new,amazon,button,day,bought,connect,printed,wemo,guy,remote,tplink,delete,need,downside,configure,cold,wonderfully,constantly,connect

Data size,Topics,no_above,Chunksize,Passes,Iteration
20000,50,0.9,2000,5,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
link,ifttt,amazon,ipad,ordered,homekit,unit,advertised,instruction,recommend,outside,cost,socket,wemo,connection,cord,wall,bulb,good,christmas,price,house,item,reset,signal,connected,doe,support,awesome,update,power,perfectly,working,customer,install,worked,soon,timer,button,hub,box,password,enter,internet,remote,network,second,room,hot,voice
tp,right,minute,fun,fast,apple,expected,function,fan,highly,rule,operation,running,excellent,returned,buy,design,energy,quality,tree,fantastic,know,money,hour,company,stay,wish,belkin,outdoor,firmware,plugged,far,month,service,simple,quick,address,schedule,ok,smartthings,wire,morning,today,access,lamp,router,pair,lamp,convenience,command
kasa,couldn,took,gave,code,siri,useful,cool,heater,extremely,programmed,consumption,worth,wireless,play,piece,block,led,far,bought,user,need,better,network,garage,try,nice,tried,lighting,version,tv,problem,io,fine,iphone,charm,designed,perfect,remote,buying,neutral,luck,thing,office,bedroom,connect,difficult,living,house,website
amazon,thing,setting,thought,wink,koogeek,order,hooked,follow,interface,6,satisfied,water,reach,got,extension,cover,add,4ghz,year,cheaper,way,waste,connect,door,finally,compatible,review,controlling,review,strip,exactly,happy,number,easily,figure,wanted,remotely,press,gift,screw,upstairs,come,stuff,bed,wi,amazing,dot,end,connectivity
reliable,programming,le,think,free,idevices,floor,pleased,integration,recommended,100,ready,application,insight,loses,junk,big,feature,future,house,better,live,wion,trying,pump,got,job,wemo,vacation,ha,daily,worked,purchase,program,super,sync,option,feature,skill,hook,wiring,downstairs,pick,apartment,wall,fi,bit,house,evening,ghz
poor,bad,neo,away,impressed,scene,ac,thanks,space,server,inside,programmable,apps,simply,frustrating,completely,fit,kit,range,getting,click,run,appliance,update,controller,camera,supposed,tech,plus,new,outage,ha,stopped,issue,paired,smartphone,word,sunset,etekcity,absolutely,electrical,machine,change,step,room,android,software,convenient,leaving,expect
unreliable,start,google,people,wonderful,iphone,2nd,pretty,cell,downloaded,suck,originally,sale,mobile,required,world,size,pack,maybe,having,brand,electricity,friend,iphone,replacement,reconnect,idevice,email,different,issue,receiver,flawlessly,worked,ask,given,direction,coming,day,push,range,right,troubleshooting,okay,thing,having,connection,little,easier,mind,issue
purpose,wouldn,tablet,helpful,pot,allow,pairing,usage,forward,looking,individually,believe,certain,connected,bluetooth,garbage,large,hue,corner,thing,friendly,electronics,especially,error,failed,mini,pain,amazon,location,updated,shut,haven,described,problem,installed,loved,matter,ability,longer,samsung,load,package,ll,wake,plugged,access,unplug,dark,wrong,respond
bought,started,ankuoo,cool,daughter,port,arrived,addition,straight,want,attached,early,min,connect,day,separate,standard,scheduling,buy,going,terrible,monitor,thank,day,send,away,huge,help,bought,air,kid,ve,bought,multiple,amazon,installation,usually,allows,anymore,son,need,spot,hassle,modem,battery,security,disconnect,able,electric,response
purchased,screen,coffee,pro,solved,ha,distance,responsive,clear,tested,broken,technical,extra,technology,limited,short,second,lighting,xmas,trouble,buy,channel,leave,minute,useless,10,description,connect,husband,randomly,surge,configure,year,constantly,ordering,amazon,functional,automatically,disappointed,bought,installed,desk,want,cable,night,connected,window,life,looked,line

Data size,Topics,no_above,Chunksize,Passes,Iteration
20000,50,0.9,2000,10,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
remote,hard,doe,amazon,connection,christmas,ipad,dot,second,recommend,wi,connect,year,button,timer,power,review,range,feature,got,good,belkin,best,lamp,iphone,life,install,appliance,socket,update,android,issue,wireless,walk,house,wall,cool,box,hub,working,unit,simple,minute,router,price,bulb,wemo,day,link,item
button,software,exactly,tv,pretty,tree,open,awesome,ve,perfectly,fi,network,bed,instruction,schedule,strip,people,purchase,energy,reset,advertised,better,thing,room,perfect,amazing,needed,allows,big,firmware,access,fine,network,code,away,especially,buying,wire,wave,worked,io,little,le,support,buy,compatible,hour,7,tp,fan
come,reach,ifttt,voice,internet,hooked,contact,instruction,month,highly,super,tried,dark,click,function,plugged,type,controller,company,quickly,quality,described,forward,living,outside,brand,installed,application,difficult,setting,heater,apartment,nice,downloaded,wife,extra,piece,neutral,smartthings,week,fast,lighting,easier,customer,band,save,router,email,homekit,expected
handy,account,bulky,command,fun,unplug,screen,program,purchased,wish,neo,try,house,press,sunset,battery,read,door,interface,bought,water,received,pack,bedroom,money,absolutely,zero,free,cover,version,password,connectivity,quick,module,able,receiver,future,screw,paired,month,problem,convenient,10,service,better,pair,network,reset,kasa,excellent
programmed,returned,extremely,connected,reliable,bought,troubleshooting,amazon,block,happy,convenience,able,useful,follow,rule,cord,negative,signal,usage,30,pleased,ac,fact,night,ok,couldn,fully,drop,size,review,network,called,ability,number,turning,hand,junk,installation,wink,ha,gift,bit,15,tech,wait,led,insight,hour,apple,place
program,pain,fantastic,controlled,lost,server,giving,idea,ordered,worked,ankuoo,trying,night,office,multiple,ha,accessory,garage,scheduling,wanted,hot,cheaper,straight,floor,waste,model,exactly,configure,little,step,tablet,strong,smartphone,tap,plugged,foot,hope,way,pairing,day,area,far,certain,help,need,plus,amazon,website,siri,gadget
upstairs,returning,complaint,google,lose,got,restart,took,window,charm,4ghz,connected,come,play,automatically,extension,configuration,happy,worth,forget,pot,liked,making,having,wion,breeze,required,need,disappointed,process,mobile,totally,operate,stop,coffee,house,plan,need,automation,flawlessly,solution,definitely,running,replacement,think,kit,spent,disconnect,koogeek,dusk
downstairs,hardware,bit,turned,cool,son,winter,online,issue,recommended,sync,return,ago,push,vacation,wall,4g,house,pump,shut,stated,arrived,bought,bought,apps,soon,package,possible,standard,issue,space,fixed,ha,list,leave,value,buy,wiring,ge,stopped,loses,outdoor,cost,sent,hue,100,setting,randomly,idevices,fault
want,waiting,job,plugged,stuff,figure,business,clear,failed,order,5ghz,doe,cell,simple,day,need,know,outdoor,air,setting,trip,reason,world,different,controlling,new,numerous,skill,thing,updated,download,said,ghz,plugged,ha,plugged,glad,white,samsung,problem,impressed,option,prong,useless,feel,total,change,point,integration,countdown
wall,ended,scene,thing,constantly,perfect,flashing,husband,furniture,bought,lazy,ask,getting,plugged,program,monitor,correct,coming,day,changed,mile,bought,adapter,house,happens,design,port,wonderful,real,support,security,told,designed,insteon,etekcity,excited,ordering,installed,pair,reset,different,hook,receptacle,cloud,cheap,money,connected,tell,idevice,sound

Data size,Topics,no_above,Chunksize,Passes,Iteration
20000,50,0.9,2000,20,200

