Name,Passes and iterations
Data sizes,[40000]
Number of topics,"[30, 100]"
Not above,"[0.1, 0.5, 0.9]"
Chunksize,[4000]
Passes,[20]
Iterations,[400]

Data size,Topics,no_above,Chunksize,Passes,Iteration
40000,50,0.1,4000,20,400

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
lamp,got,wire,super,different,sunset,reset,house,button,update,instruction,usb,expected,voice,hub,fast,support,led,recommend,automation,access,good,download,doe,remote,know,mini,ok,amazon,wall,power,review,schedule,life,android,link,described,perfect,cool,connection,hour,nice,wemo,program,worked,hard,google,timer,connect,perfectly
room,bought,box,buying,ordered,tv,power,night,click,firmware,pair,port,power,command,bulb,model,customer,controller,awesome,ifttt,rule,far,account,advertised,unit,let,bit,application,iphone,socket,christmas,people,away,wish,software,tp,came,best,able,issue,trying,feature,wi,amazing,working,operate,especially,minute,network,design
dot,tech,install,excellent,brand,outside,second,dark,deal,ihome,follow,charge,energy,controlled,dimmer,charger,service,type,fan,integration,setting,price,add,exactly,location,review,little,seller,connected,cover,strip,read,remotely,easier,io,kasa,vacation,daily,pretty,problem,won,doe,fi,want,item,appliance,cord,took,router,user
living,said,neutral,convenient,couldn,timer,tried,come,press,issue,direction,plus,cost,amazon,smartthings,completely,homekit,module,highly,trouble,point,quality,step,definitely,ac,rating,size,code,tablet,fit,money,4ghz,useful,address,compatible,amazon,battery,cable,camera,signal,connect,ability,belkin,absolutely,fine,reach,floor,le,connected,friendly
bedroom,friend,installation,plan,order,outdoor,button,bed,difficult,review,paired,power,usage,cell,wink,making,apple,alarm,charm,start,network,happy,group,buy,window,bad,complaint,intended,ipad,second,tree,option,mode,smaller,siri,extender,arrived,15,purchasing,router,wouldn,ha,insight,idea,week,tuya,value,10,password,fit
amazon,thing,wiring,handy,ve,lighting,day,thing,big,version,simple,charging,recommended,thanks,wave,block,email,blue,ceiling,stop,doe,month,create,needed,different,office,overall,package,smartphone,plugged,waste,video,coffee,channel,apps,dot,number,sound,security,reliable,half,job,amazon,programming,day,fantastic,extension,year,connecting,cheap
plugged,try,electrical,worth,tried,sunrise,hour,room,garage,problem,quickly,ha,heater,fun,sensor,certain,sent,saving,simple,wait,need,flawlessly,forward,sync,individual,actually,scheduling,giving,android,big,save,5ghz,air,skill,store,shape,item,noise,pleased,ha,spent,able,rule,multiple,stopped,lamp,assistant,old,setting,worked
bought,gave,white,gadget,older,house,minute,want,little,updated,clear,need,monitor,play,motion,temperature,company,problem,install,ve,ha,worked,new,quick,separate,need,better,rate,min,block,bought,negative,right,coming,available,bulb,luck,integrates,configure,internet,got,basic,ifttt,programmed,amazon,little,amp,ago,tried,standard
ask,gift,installed,house,disappointed,porch,hold,getting,bulky,upgrade,read,space,electric,enabled,need,larger,replacement,safe,speed,interface,server,purchase,need,supposed,dusk,multiple,price,level,easily,size,stay,thing,feature,mac,play,incredibly,flawless,fully,surge,range,buy,capability,new,tan,return,lazy,integrate,bought,wireless,look
