Name,Passes and iterations
Data sizes,[47511]
Number of topics,"[10, 30, 50]"
Not above,"[0.1, 0.5, 0.9]"
Chunksize,[2000]
Passes,"[1, 5, 10]"
Iterations,"[100, 200, 400]"

Data size,Topics,no_above,Chunksize,Passes,Iteration
47511,10,0.1,2000,1,100

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
power,day,wemo,link,timer,google,thing,instruction,lamp,life
strip,worked,connect,tp,good,hub,tv,need,room,doe
usb,working,network,kasa,christmas,perfect,port,follow,socket,password
size,mini,router,review,super,voice,block,wire,dot,amazing
plugged,got,fi,amazon,install,simple,ha,ha,house,apple
fan,tried,wi,downloaded,awesome,tuya,power,box,amazon,need
little,hour,issue,bulb,perfectly,command,ve,download,living,connected
wall,bought,connection,need,house,good,gadget,setting,bedroom,thing
small,week,connected,want,far,need,got,skill,convenient,connect
design,minute,update,buy,tree,amazon,family,button,recommend,away

Data size,Topics,no_above,Chunksize,Passes,Iteration
47511,30,0.1,2000,1,100

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
socket,price,bedroom,router,google,wemo,io,recommend,life,fast,good,connect,awesome,power,working,schedule,christmas,timer,update,dot,link,instruction,connect,setting,lamp,mini,advertised,wire,pleased,design
power,install,bed,network,cool,voice,expected,perfect,easier,air,far,video,minute,usb,worked,android,tree,fi,skill,amazon,tp,support,tried,fan,room,tuya,ordered,box,bulb,button
strip,need,night,connection,doe,command,coffee,convenient,assistant,fantastic,happy,network,password,port,bought,address,thing,wi,firmware,download,kasa,review,money,difficult,living,skill,brand,instruction,allows,block
plugged,size,lamp,connect,voice,belkin,morning,item,ha,conditioner,quality,connected,download,unit,got,ability,charge,function,iphone,apple,account,customer,cell,useful,house,doe,expensive,installation,schedule,compact
wall,good,space,hour,sunset,amazon,pot,super,issue,dont,excellent,connects,plugged,charging,minute,apps,charger,connect,register,compatible,amazon,service,pack,water,nice,haven,neat,neutral,lighting,press
small,right,heater,wireless,holiday,good,configure,perfectly,scheduling,random,purchase,connecting,downloaded,good,took,camera,looking,old,enable,integration,offline,help,waste,little,able,couldn,better,electrical,come,add
simple,remotely,room,connected,fun,ac,band,highly,scene,evening,problem,choose,day,need,internet,wink,adapter,ghz,account,rule,group,tech,bought,travel,dark,min,liked,install,quickly,impressed
big,pretty,want,4ghz,pretty,better,wake,definitely,dimmer,halloween,socket,sure,took,im,friend,garage,bought,saving,android,connect,discover,email,day,voice,come,server,sign,house,ha,wall
click,especially,small,problem,ifttt,connected,individually,described,tiny,need,ha,simply,thing,ha,flawlessly,away,plan,enabled,ipad,step,add,got,lazy,hand,bed,arrived,little,excited,certain,second
tv,look,little,tried,schedule,need,desk,buy,ap,early,ve,open,tv,randomly,amazon,worry,unplug,automatically,new,homekit,create,read,doe,watt,recommended,reconnect,older,wiring,controlled,functionality

Data size,Topics,no_above,Chunksize,Passes,Iteration
47511,50,0.1,2000,1,100

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
air,play,connect,password,wemo,dont,advertised,power,usb,io,husband,support,best,account,leave,recommend,week,link,christmas,cool,fast,money,fan,perfectly,got,socket,apple,impressed,life,nice,lamp,hard,worth,update,timer,instruction,brand,thanks,mini,user,package,fi,simple,good,install,schedule,dot,room,wire,size
unit,unplug,network,review,adapter,wake,remote,strip,port,holiday,smartphone,tried,expected,connection,connected,super,cell,tp,perfect,definitely,flawlessly,excellent,compatible,day,store,appliance,hub,design,voice,issue,tv,iphone,larger,review,feature,help,described,guy,click,sunset,safe,wi,program,price,instruction,away,amazon,google,box,fit
seller,interface,android,change,returning,sign,setting,plugged,charging,smartthings,convenience,hour,downloaded,skill,house,highly,amazon,kasa,tree,skill,button,hook,ap,recommended,big,energy,neat,decoration,convenient,purchasing,bulb,block,giving,firmware,schedule,service,reset,cheaper,min,charge,asked,network,pleased,quality,manual,multiple,tuya,living,installation,wall
window,thing,belkin,rating,connect,condition,allows,surge,intuitive,difficult,electric,worked,android,apps,worry,minute,assistant,reconnect,outside,internet,technology,qr,low,exactly,deal,space,wink,individually,house,group,plugged,thing,additional,response,haven,follow,different,2nd,model,friendly,prime,connect,outdoor,far,video,operate,buy,working,neutral,small
conditioner,totally,setting,saving,amazon,cable,scheduling,protector,flashing,randomly,year,return,coffee,download,lamp,amazing,absolutely,affordable,house,able,press,save,round,needed,tablet,heater,homekit,intended,command,quick,pack,reach,cost,new,day,customer,dimmer,liked,leaving,sunrise,11,router,configure,need,read,access,easily,bedroom,wiring,smaller
second,forgot,router,signal,insight,watt,rule,loved,town,written,countdown,tech,morning,minute,forget,took,floor,son,plan,pretty,couple,waste,concern,charger,figured,cheap,code,synced,easier,ask,kid,want,directly,version,away,gadget,individual,huge,share,lol,shipping,awesome,discover,sync,excited,mode,bed,happy,install,cover
upstairs,left,try,people,happens,saying,ha,outage,straightforward,hub,integration,trying,value,software,stay,connect,couldn,mail,named,ac,responsive,code,speed,worked,packaging,electronics,register,end,dark,offline,wonderful,ok,hate,week,able,called,telling,wanting,scheduled,automatically,asleep,wireless,satisfied,hub,problem,ha,cord,bed,im,large
terrible,wait,password,bad,try,decent,range,reasonable,apartment,wave,tell,day,water,usage,nice,amazon,bought,issue,bought,function,register,glad,list,linked,instruction,market,integrate,responds,lamp,amazon,led,ipad,price,issue,want,lazy,basically,dusk,button,porch,saw,compact,thank,pretty,area,band,paired,friend,installed,arrived
downstairs,priced,connected,ha,page,attached,doe,sound,blink,sent,ve,email,office,create,ability,buying,hooked,amazon,plugged,connects,sensor,plugging,need,daily,right,save,add,reboot,walk,helpful,table,doe,prong,initially,electricity,company,warm,incredibly,gone,smarter,day,4ghz,lighting,reliable,house,enjoy,pair,month,white,color
login,world,point,care,issue,hit,feature,alexia,battery,samsung,ago,finally,maker,gave,monitor,family,thing,bought,inside,fun,test,scan,site,longer,worked,design,integration,needing,useful,solid,night,gift,buy,working,coming,ready,easiest,head,party,slow,responding,connected,garage,look,need,recognize,application,stopped,need,making

Data size,Topics,no_above,Chunksize,Passes,Iteration
47511,10,0.1,2000,1,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
link,good,power,working,instruction,christmas,life,lamp,hub,connect
wemo,connection,timer,week,wire,bought,google,room,skill,network
connect,power,strip,day,follow,mini,voice,house,perfectly,fi
tried,little,cool,update,box,buy,room,fan,google,wi
tp,air,socket,ha,button,amazon,schedule,dot,io,connected
amazon,box,size,problem,review,minute,house,bedroom,doe,router
hour,need,need,worked,downloaded,worked,timer,recommend,integration,android
network,quality,ha,far,sure,awesome,command,amazon,tuya,install
support,ha,bed,lazy,password,convenient,able,super,surge,need
kasa,problem,thing,expected,install,recommend,away,plugged,qr,download

Data size,Topics,no_above,Chunksize,Passes,Iteration
47511,30,0.1,2000,1,200

Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
cool,button,power,wemo,super,bedroom,lamp,worked,power,update,timer,working,wire,fi,instruction,smartphone,support,review,christmas,night,fan,wall,link,google,tuya,good,useful,socket,quality,awesome
amazon,click,password,network,small,connect,room,recommended,life,excellent,schedule,recommend,box,wi,connected,hook,customer,instruction,dot,week,setting,io,tp,skill,usb,install,signal,mini,perfectly,network
bulb,press,blue,router,size,bed,living,flawlessly,appliance,firmware,allows,highly,neutral,amazing,connect,security,service,company,minute,timer,advertised,fit,kasa,android,charging,price,pack,router,good,expected
